,Unnamed: 0,Dataset_ID,Organ_major,Organ_specific,Platform,Count_filtered,Mito_filtered,Gene_filtered,Pct_filtered,Total_cells,Total_cells_passed,Source,pubmed_id,pubmed_link,doi,accession
428,428,439104,pancreas,{'pancreas'},Dropseq,3.025,1.925,2.575,5.7,4000,3772,"Fang, Z. et al. Single-Cell Heterogeneity Analysis and CRISPR Screen Identify Key β-Cell-Specific Disease Genes. Cell Rep. 26, 3132–3144.e7 (2019).",30865899,https://pubmed.ncbi.nlm.nih.gov/30865899/,10.1016/j.celrep.2019.02.043,
429,429,528593,heart,{'pluripotent_derived_endothelial'},droplet,0.52938062,0.02646903,0,0.55584966,3778,3757,"McCracken, I. R. et al. Transcriptional dynamics of pluripotent stem cell-derived endothelial cell differentiation revealed by single-cell RNA sequencing. Eur. Heart J. 41, 1024–1036 (2020).",31242503,https://pubmed.ncbi.nlm.nih.gov/31242503/,10.1093/eurheartj/ehz351,
430,430,852282,immune,{'NK_cells_from_blood'},10x,0.72498792,0.02416626,9.73900435,10.4881585,4138,3704,"Franzén, O., Gan, L.-M. & Björkegren, J. L. M. PanglaoDB: a web server for exploration of mouse and human single-cell RNA sequencing data. Database 2019, (2019).",,,,
431,431,844859,immune,{'peripheral_blood_mononuclear_cells'},droplet,1.74637292,0.13433638,0,1.8807093,3722,3652,"Schafflick, D. et al. Integrated single cell analysis of blood and cerebrospinal fluid leukocytes in multiple sclerosis. Nat. Commun. 11, 247 (2020).",31937773,https://pubmed.ncbi.nlm.nih.gov/31937773/,10.1038/s41467-019-14118-w,GSE138266
432,432,164332,immune,{'bronchoalveolar_immune'},droplet,1.85683531,0.02691066,0,1.85683531,3716,3647,"Liao, M. et al. Single-cell landscape of bronchoalveolar immune cells in patients with COVID-19. Nat. Med. 26, 842–844 (2020).",32398875,https://pubmed.ncbi.nlm.nih.gov/32398875/,10.1038/s41591-020-0901-9,
433,433,780293,immune,{'Monocyte-derived_macrophages'},10x,2.15807931,0.05395198,0,2.1850553,3707,3626,"Schulthess, J. et al. The Short Chain Fatty Acid Butyrate Imprints an Antimicrobial Program in Macrophages. Immunity 50, 432–445.e7 (2019).",30683619,https://pubmed.ncbi.nlm.nih.gov/30683619/,10.1016/j.immuni.2018.12.018,
434,434,292227,pancreas,{'pancreas'},Dropseq,5.275,3.175,8.75,11.575,4000,3537,"Fang, Z. et al. Single-Cell Heterogeneity Analysis and CRISPR Screen Identify Key β-Cell-Specific Disease Genes. Cell Rep. 26, 3132–3144.e7 (2019).",30865899,https://pubmed.ncbi.nlm.nih.gov/30865899/,10.1016/j.celrep.2019.02.043,
435,435,101591,immune,{'Peripheral_blood_mononuclear_cell'},10x,0.95451993,0.16844469,0.05614823,1.17911286,3562,3520,"Patil, V. S. et al. Precursors of human CD4+ cytotoxic T lymphocytes identified by single-cell transcriptome analysis. Sci Immunol 3, (2018).",,,,
436,436,749712,pancreas,{'pancreas'},inDrop,2.46879334,0.110957,0,2.5520111,3605,3513,"Baron, M. et al. A Single-Cell Transcriptomic Map of the Human and Mouse Pancreas Reveals Inter- and Intra-cell Population Structure. Cell Syst 3, 346–360.e4 (2016).",27667365,https://pubmed.ncbi.nlm.nih.gov/27667365/,10.1016/j.cels.2016.08.011,GSE84133
437,437,237983,pancreas,{'Pancreatic_islets'},10x,3.51590529,0.38268357,12.5328869,16.2879694,4181,3500,"Xin, Y. et al. Pseudotime Ordering of Single Human β-Cells Reveals States of Insulin Production and Unfolded Protein Response. Diabetes 67, 1783–1794 (2018).",29950394,https://pubmed.ncbi.nlm.nih.gov/29950394/,10.2337/db18-0365,
438,438,627257,lymphatic,{'lymphatic_vessels'},10x_3'_v2,1.93657031,0,0,1.93657031,3563,3494,"Takeda, A. et al. Single-Cell Survey of Human Lymphatics Unveils Marked Endothelial Cell Heterogeneity and Mechanisms of Homing for Neutrophils. Immunity 51, 561–572.e5 (2019).",31402260,https://pubmed.ncbi.nlm.nih.gov/31402260/,10.1016/j.immuni.2019.06.027,GSE124494
439,439,108484,bladder,{'bladder'},10x,2.0505618,0,0,2.0505618,3560,3487,"Yu, Z. et al. Single-Cell Transcriptomic Map of the Human and Mouse Bladders. J. Am. Soc. Nephrol. 30, 2159–2176 (2019).",31462402,https://pubmed.ncbi.nlm.nih.gov/31462402/,10.1681/ASN.2019040335,GSE129845
440,440,349796,pancreas,{'Pancreatic_islets'},10x,1.57613285,0.25330706,0.56290459,2.3923445,3553,3468,"Xin, Y. et al. Pseudotime Ordering of Single Human β-Cells Reveals States of Insulin Production and Unfolded Protein Response. Diabetes 67, 1783–1794 (2018).",29950394,https://pubmed.ncbi.nlm.nih.gov/29950394/,10.2337/db18-0365,
441,441,586774,immune,{'cerebrospinal_fluid_leukocytes'},droplet,1.60091481,0.14293882,0,1.74385363,3498,3437,"Schafflick, D. et al. Integrated single cell analysis of blood and cerebrospinal fluid leukocytes in multiple sclerosis. Nat. Commun. 11, 247 (2020).",31937773,https://pubmed.ncbi.nlm.nih.gov/31937773/,10.1038/s41467-019-14118-w,GSE138266
442,442,723842,immune,{'Monocyte-derived_macrophages'},10x,2.16771249,0.1711352,0,2.31032516,3506,3425,"Schulthess, J. et al. The Short Chain Fatty Acid Butyrate Imprints an Antimicrobial Program in Macrophages. Immunity 50, 432–445.e7 (2019).",30683619,https://pubmed.ncbi.nlm.nih.gov/30683619/,10.1016/j.immuni.2018.12.018,
443,443,911172,large_intestine,{'Colon'},10x,2.23367698,0.3722795,0,2.60595647,3492,3401,"Parikh, K. et al. Colonic epithelial cell diversity in health and inflammatory bowel disease. Nature 567, 49–55 (2019).",30814735,https://pubmed.ncbi.nlm.nih.gov/30814735/,10.1038/s41586-019-0992-y,
444,444,475636,immune,{'peripheral_blood_mononuclear_cells'},droplet,1.4522219,0.11617775,0,1.56839965,3443,3389,"Schafflick, D. et al. Integrated single cell analysis of blood and cerebrospinal fluid leukocytes in multiple sclerosis. Nat. Commun. 11, 247 (2020).",31937773,https://pubmed.ncbi.nlm.nih.gov/31937773/,10.1038/s41467-019-14118-w,GSE138266
445,445,788327,bone,{'pluripotent_derived_chondrocytes'},droplet,2.13811037,0.08668015,0,2.22479052,3461,3384,"Wu, C.-L. et al. Single cell transcriptomic analysis of human pluripotent stem cell chondrogenesis. Nat. Commun. 12, 362 (2021).",33441552,https://pubmed.ncbi.nlm.nih.gov/33441552/,10.1038/s41467-020-20598-y,GSE160786
446,446,832003,brain,{'substantia_nigra'},10x_v2,1.39839334,0.26777745,0,1.66617078,3361,3305,"Agarwal, D. et al. A single-cell atlas of the human substantia nigra reveals cell-specific pathways associated with neurological disorders. Nat. Commun. 11, 4183 (2020).",32826893,https://pubmed.ncbi.nlm.nih.gov/32826893/,10.1038/s41467-020-17876-0,
447,447,912404,immune,{'Monocyte-derived_macrophages'},10x,1.69743895,1.13162597,0,2.82906492,3358,3263,"Schulthess, J. et al. The Short Chain Fatty Acid Butyrate Imprints an Antimicrobial Program in Macrophages. Immunity 50, 432–445.e7 (2019).",30683619,https://pubmed.ncbi.nlm.nih.gov/30683619/,10.1016/j.immuni.2018.12.018,
448,448,729819,eye,{'retina'},droplet,2.24887556,0.05997001,0,2.30884558,3335,3258,"Sridhar, A. et al. Single-Cell Transcriptomic Comparison of Human Fetal Retina, hPSC-Derived Retinal Organoids, and Long-Term Retinal Cultures. Cell Rep. 30, 1644–1659.e4 (2020).",32023475,https://pubmed.ncbi.nlm.nih.gov/32023475/,10.1016/j.celrep.2020.01.007,GSE142526
449,449,687393,kidney,{'kidney_organoid'},droplet,1.71997586,0.33192517,0,2.05190103,3314,3246,"Wu, H. et al. Comparative Analysis and Refinement of Human PSC-Derived Kidney Organoid Differentiation with Single-Cell Transcriptomics. Cell Stem Cell 23, 869–881.e8 (2018).",30449713,https://pubmed.ncbi.nlm.nih.gov/30449713/,10.1016/j.stem.2018.10.010,
450,450,363717,immune,{'peripheral_blood_mononuclear_cells'},droplet,1.70627666,0.03046923,0,1.73674589,3282,3225,"Schafflick, D. et al. Integrated single cell analysis of blood and cerebrospinal fluid leukocytes in multiple sclerosis. Nat. Commun. 11, 247 (2020).",31937773,https://pubmed.ncbi.nlm.nih.gov/31937773/,10.1038/s41467-019-14118-w,GSE138266
451,451,329753,immune,{'NK_cells_from_spleen'},10x,1.34709086,1.34709086,5.47434795,8.16852966,3489,3204,"Franzén, O., Gan, L.-M. & Björkegren, J. L. M. PanglaoDB: a web server for exploration of mouse and human single-cell RNA sequencing data. Database 2019, (2019).",,,,
452,452,831958,pancreas,{'Pancreatic_islets'},10x,1.80278612,1.33843212,10.0245834,13.1658017,3661,3179,"Xin, Y. et al. Pseudotime Ordering of Single Human β-Cells Reveals States of Insulin Production and Unfolded Protein Response. Diabetes 67, 1783–1794 (2018).",29950394,https://pubmed.ncbi.nlm.nih.gov/29950394/,10.2337/db18-0365,
453,453,362974,embryo,{'fibroblast_derived_trophoblasts'},droplet,2.18528778,0.1231148,0,2.30840259,3249,3174,"Liu, X. et al. Reprogramming roadmap reveals route to human induced trophoblast stem cells. Nature 586, 101–107 (2020).",,,,
454,454,157902,bone_marrow,{'CD34+_bone_marrow'},10x,1.40977444,0.03132832,0,1.44110276,3192,3146,"Hua, P. et al. Single-cell analysis of bone marrow-derived CD34+ cells from children with sickle cell disease and thalassemia. Blood 134, 2111–2115 (2019).",31697810,https://pubmed.ncbi.nlm.nih.gov/31697810/,10.1182/blood.2019002301,
455,455,661273,immune,{'Monocyte-derived_macrophages'},10x,1.99683043,0.06339144,0,2.06022187,3155,3090,"Schulthess, J. et al. The Short Chain Fatty Acid Butyrate Imprints an Antimicrobial Program in Macrophages. Immunity 50, 432–445.e7 (2019).",30683619,https://pubmed.ncbi.nlm.nih.gov/30683619/,10.1016/j.immuni.2018.12.018,
456,456,852452,liver,{'common_bile_duct'},droplet,2.12025316,0.25316456,0,2.37341772,3160,3085,"He, S. et al. Single-cell transcriptome profiling of an adult human cell atlas of 15 major organs. Genome Biol. 21, 294 (2020).",33287869,https://pubmed.ncbi.nlm.nih.gov/33287869/,10.1186/s13059-020-02210-0,GSE159929
457,457,181213,eye,{'retina'},droplet,1.81704261,1.72305764,0,3.54010025,3192,3079,"Sridhar, A. et al. Single-Cell Transcriptomic Comparison of Human Fetal Retina, hPSC-Derived Retinal Organoids, and Long-Term Retinal Cultures. Cell Rep. 30, 1644–1659.e4 (2020).",32023475,https://pubmed.ncbi.nlm.nih.gov/32023475/,10.1016/j.celrep.2020.01.007,GSE142526
458,458,457030,bone_marrow,{'bone_marrow'},droplet,2.19814241,3.00309598,0,5.20123839,3230,3062,"He, S. et al. Single-cell transcriptome profiling of an adult human cell atlas of 15 major organs. Genome Biol. 21, 294 (2020).",33287869,https://pubmed.ncbi.nlm.nih.gov/33287869/,10.1186/s13059-020-02210-0,GSE159929
459,459,513161,bone_marrow,{'CD34+_bone_marrow'},10x,1.19482244,0,0,1.19482244,3013,2977,"Hua, P. et al. Single-cell analysis of bone marrow-derived CD34+ cells from children with sickle cell disease and thalassemia. Blood 134, 2111–2115 (2019).",31697810,https://pubmed.ncbi.nlm.nih.gov/31697810/,10.1182/blood.2019002301,
460,460,299269,eye,{'retina'},droplet,1.20160214,0.03337784,0,1.23497997,2996,2959,"Sridhar, A. et al. Single-Cell Transcriptomic Comparison of Human Fetal Retina, hPSC-Derived Retinal Organoids, and Long-Term Retinal Cultures. Cell Rep. 30, 1644–1659.e4 (2020).",32023475,https://pubmed.ncbi.nlm.nih.gov/32023475/,10.1016/j.celrep.2020.01.007,GSE142526
461,461,479492,immune,{'cerebrospinal_fluid_leukocytes'},droplet,2.03383387,0.0274557,91.727386,93.7675558,47349,2951,"Schafflick, D. et al. Integrated single cell analysis of blood and cerebrospinal fluid leukocytes in multiple sclerosis. Nat. Commun. 11, 247 (2020).",31937773,https://pubmed.ncbi.nlm.nih.gov/31937773/,10.1038/s41467-019-14118-w,GSE138266
462,462,185532,immune,{'cerebrospinal_fluid_leukocytes'},droplet,2.09650582,0.09983361,0,2.19633943,3005,2939,"Schafflick, D. et al. Integrated single cell analysis of blood and cerebrospinal fluid leukocytes in multiple sclerosis. Nat. Commun. 11, 247 (2020).",31937773,https://pubmed.ncbi.nlm.nih.gov/31937773/,10.1038/s41467-019-14118-w,GSE138266
463,463,765589,bone_marrow,{'CD34+_bone_marrow'},10x,1.55091032,0.03371544,0,1.58462576,2966,2919,"Hua, P. et al. Single-cell analysis of bone marrow-derived CD34+ cells from children with sickle cell disease and thalassemia. Blood 134, 2111–2115 (2019).",31697810,https://pubmed.ncbi.nlm.nih.gov/31697810/,10.1182/blood.2019002301,
464,464,455397,pancreas,{'pancreas'},Dropseq,5.825,3.775,24.675,27.475,4000,2901,"Fang, Z. et al. Single-Cell Heterogeneity Analysis and CRISPR Screen Identify Key β-Cell-Specific Disease Genes. Cell Rep. 26, 3132–3144.e7 (2019).",30865899,https://pubmed.ncbi.nlm.nih.gov/30865899/,10.1016/j.celrep.2019.02.043,
465,465,923847,bone_marrow,{'Bone_marrow'},10x,0.92684542,0.03310162,4.27010924,5.23005627,3021,2863,"Franzén, O., Gan, L.-M. & Björkegren, J. L. M. PanglaoDB: a web server for exploration of mouse and human single-cell RNA sequencing data. Database 2019, (2019).",,,,
466,466,456432,embryo,{'fibroblast_derived_trophoblasts'},droplet,2.15163934,0.17076503,0,2.32240437,2928,2860,"Liu, X. et al. Reprogramming roadmap reveals route to human induced trophoblast stem cells. Nature 586, 101–107 (2020).",,,,
467,467,686424,bone,{'calvarial_bone'},droplet,2.89904502,0,0,2.89904502,2932,2847,"He, J. et al. Dissecting human embryonic skeletal stem cell ontogeny by single-cell transcriptomic and functional analyses. Cell Res. 31, 742–757 (2021).",33473154,https://pubmed.ncbi.nlm.nih.gov/33473154/,10.1038/s41422-021-00467-z,GSE143753
468,468,106881,immune,{'Blood_CD8+_T_lymphocytes'},10x,1.59114493,0.03459011,0,1.62573504,2891,2844,"Franzén, O., Gan, L.-M. & Björkegren, J. L. M. PanglaoDB: a web server for exploration of mouse and human single-cell RNA sequencing data. Database 2019, (2019).",,,,
469,469,984010,cord_blood,{'Cord_blood'},10x,0.28129395,0.28129395,0,0.5625879,2844,2828,"Franzén, O., Gan, L.-M. & Björkegren, J. L. M. PanglaoDB: a web server for exploration of mouse and human single-cell RNA sequencing data. Database 2019, (2019).",,,,
470,470,958780,cord_blood,{'Cord_blood'},10x,0.5988024,0.5988024,0,1.19760479,2839,2805,"Franzén, O., Gan, L.-M. & Björkegren, J. L. M. PanglaoDB: a web server for exploration of mouse and human single-cell RNA sequencing data. Database 2019, (2019).",,,,
471,471,728327,immune,{'bronchoalveolar_immune'},droplet,2.53560264,0.24313998,0,2.74400834,2879,2800,"Liao, M. et al. Single-cell landscape of bronchoalveolar immune cells in patients with COVID-19. Nat. Med. 26, 842–844 (2020).",32398875,https://pubmed.ncbi.nlm.nih.gov/32398875/,10.1038/s41591-020-0901-9,
472,472,282295,embryo,{'fibroblast_derived_trophoblasts'},droplet,2.50958522,0.03485535,0,2.54444057,2869,2796,"Liu, X. et al. Reprogramming roadmap reveals route to human induced trophoblast stem cells. Nature 586, 101–107 (2020).",,,,
473,473,172939,cord_blood,{'Cord_blood'},10x,1.05559465,0.66854328,0,1.72413793,2842,2793,"Franzén, O., Gan, L.-M. & Björkegren, J. L. M. PanglaoDB: a web server for exploration of mouse and human single-cell RNA sequencing data. Database 2019, (2019).",,,,
474,474,857623,liver,{'liver'},droplet,1.58506516,0.17611835,0,1.72595985,2839,2790,"He, S. et al. Single-cell transcriptome profiling of an adult human cell atlas of 15 major organs. Genome Biol. 21, 294 (2020).",33287869,https://pubmed.ncbi.nlm.nih.gov/33287869/,10.1186/s13059-020-02210-0,GSE159929
475,475,693164,immune,{'Blood_CD8+_T_lymphocytes'},10x,0.39370079,0.03579098,0,0.42949177,2794,2782,"Franzén, O., Gan, L.-M. & Björkegren, J. L. M. PanglaoDB: a web server for exploration of mouse and human single-cell RNA sequencing data. Database 2019, (2019).",,,,
476,476,342768,kidney,{'kidney_organoid'},droplet,2.33596702,2.85125386,0,5.18722089,2911,2760,"Wu, H. et al. Comparative Analysis and Refinement of Human PSC-Derived Kidney Organoid Differentiation with Single-Cell Transcriptomics. Cell Stem Cell 23, 869–881.e8 (2018).",30449713,https://pubmed.ncbi.nlm.nih.gov/30449713/,10.1016/j.stem.2018.10.010,
477,477,968027,cord_blood,{'Cord_blood'},10x,0.35842294,0.86021505,0,1.1827957,2790,2757,"Franzén, O., Gan, L.-M. & Björkegren, J. L. M. PanglaoDB: a web server for exploration of mouse and human single-cell RNA sequencing data. Database 2019, (2019).",,,,
478,478,832581,bone_marrow,{'CD34+_bone_marrow'},10x,1.82926829,0,0,1.82926829,2788,2737,"Hua, P. et al. Single-cell analysis of bone marrow-derived CD34+ cells from children with sickle cell disease and thalassemia. Blood 134, 2111–2115 (2019).",31697810,https://pubmed.ncbi.nlm.nih.gov/31697810/,10.1182/blood.2019002301,
479,479,507335,brain,{'substantia_nigra'},10x_v2,2.21075903,0.25792189,0,2.43183493,2714,2648,"Agarwal, D. et al. A single-cell atlas of the human substantia nigra reveals cell-specific pathways associated with neurological disorders. Nat. Commun. 11, 4183 (2020).",32826893,https://pubmed.ncbi.nlm.nih.gov/32826893/,10.1038/s41467-020-17876-0,
480,480,519371,immune,{'T_cells'},10x,1.52814014,0.26090198,0,1.78904212,2683,2635,"Franzén, O., Gan, L.-M. & Björkegren, J. L. M. PanglaoDB: a web server for exploration of mouse and human single-cell RNA sequencing data. Database 2019, (2019).",,,,
481,481,154054,cord_blood,{'Cord_blood'},10x,0.23584906,0.8254717,0,1.06132075,2544,2517,"Franzén, O., Gan, L.-M. & Björkegren, J. L. M. PanglaoDB: a web server for exploration of mouse and human single-cell RNA sequencing data. Database 2019, (2019).",,,,
482,482,311138,bone_marrow,{'Bone_marrow'},10x,2.01941748,0.15533981,0.19417476,2.36893204,2575,2514,"Franzén, O., Gan, L.-M. & Björkegren, J. L. M. PanglaoDB: a web server for exploration of mouse and human single-cell RNA sequencing data. Database 2019, (2019).",,,,
483,483,328065,bone,{'pluripotent_derived_chondrocytes'},droplet,2.24763407,0.07886435,0,2.28706625,2536,2478,"Wu, C.-L. et al. Single cell transcriptomic analysis of human pluripotent stem cell chondrogenesis. Nat. Commun. 12, 362 (2021).",33441552,https://pubmed.ncbi.nlm.nih.gov/33441552/,10.1038/s41467-020-20598-y,GSE160786
484,484,636152,pancreas,{'Pancreatic_islets'},10x,1.29209084,0.31323414,1.52701644,3.13234143,2554,2474,"Xin, Y. et al. Pseudotime Ordering of Single Human β-Cells Reveals States of Insulin Production and Unfolded Protein Response. Diabetes 67, 1783–1794 (2018).",29950394,https://pubmed.ncbi.nlm.nih.gov/29950394/,10.2337/db18-0365,
485,485,868813,bone_marrow,{'Bone_marrow'},10x,2.03065134,0.07662835,5.36398467,7.43295019,2610,2416,"Franzén, O., Gan, L.-M. & Björkegren, J. L. M. PanglaoDB: a web server for exploration of mouse and human single-cell RNA sequencing data. Database 2019, (2019).",,,,
486,486,558180,brain,{'substantia_nigra'},10x_v2,1.38492872,0.20366599,0,1.5885947,2455,2416,"Agarwal, D. et al. A single-cell atlas of the human substantia nigra reveals cell-specific pathways associated with neurological disorders. Nat. Commun. 11, 4183 (2020).",32826893,https://pubmed.ncbi.nlm.nih.gov/32826893/,10.1038/s41467-020-17876-0,
487,487,300205,eye,{'retina'},droplet,1.19047619,0.08210181,0,1.272578,2436,2405,"Sridhar, A. et al. Single-Cell Transcriptomic Comparison of Human Fetal Retina, hPSC-Derived Retinal Organoids, and Long-Term Retinal Cultures. Cell Rep. 30, 1644–1659.e4 (2020).",32023475,https://pubmed.ncbi.nlm.nih.gov/32023475/,10.1016/j.celrep.2020.01.007,GSE142526
488,488,162548,bone,{'pluripotent_derived_chondrocytes'},droplet,1.81968569,0.24813896,0,2.02646816,2418,2369,"Wu, C.-L. et al. Single cell transcriptomic analysis of human pluripotent stem cell chondrogenesis. Nat. Commun. 12, 362 (2021).",33441552,https://pubmed.ncbi.nlm.nih.gov/33441552/,10.1038/s41467-020-20598-y,GSE160786
489,489,311516,eye,{'retina'},droplet,2.28595179,0.08312552,0,2.36907731,2406,2349,"Sridhar, A. et al. Single-Cell Transcriptomic Comparison of Human Fetal Retina, hPSC-Derived Retinal Organoids, and Long-Term Retinal Cultures. Cell Rep. 30, 1644–1659.e4 (2020).",32023475,https://pubmed.ncbi.nlm.nih.gov/32023475/,10.1016/j.celrep.2020.01.007,GSE142526
490,490,996845,immune,{'T_cells'},10x,0.54713805,1.09427609,0,1.64141414,2376,2337,"Franzén, O., Gan, L.-M. & Björkegren, J. L. M. PanglaoDB: a web server for exploration of mouse and human single-cell RNA sequencing data. Database 2019, (2019).",,,,
491,491,503036,bone_marrow,{'CD34+_bone_marrow'},10x,1.16329168,0,0,1.16329168,2321,2294,"Hua, P. et al. Single-cell analysis of bone marrow-derived CD34+ cells from children with sickle cell disease and thalassemia. Blood 134, 2111–2115 (2019).",31697810,https://pubmed.ncbi.nlm.nih.gov/31697810/,10.1182/blood.2019002301,
492,492,119030,immune,{'cerebrospinal_fluid_leukocytes'},droplet,2.26710635,3.25638912,0,5.52349547,2426,2292,"Schafflick, D. et al. Integrated single cell analysis of blood and cerebrospinal fluid leukocytes in multiple sclerosis. Nat. Commun. 11, 247 (2020).",31937773,https://pubmed.ncbi.nlm.nih.gov/31937773/,10.1038/s41467-019-14118-w,GSE138266
493,493,947050,bone_marrow,{'CD34+_bone_marrow'},10x,1.96833547,0,0,1.96833547,2337,2291,"Hua, P. et al. Single-cell analysis of bone marrow-derived CD34+ cells from children with sickle cell disease and thalassemia. Blood 134, 2111–2115 (2019).",31697810,https://pubmed.ncbi.nlm.nih.gov/31697810/,10.1182/blood.2019002301,
494,494,153695,cord_blood,{'Umbilical_cord_blood'},10x,1.04253545,0.12510425,3.91993328,5.08757298,2398,2276,"Papa, L. et al. Ex vivo human HSC expansion requires coordination of cellular reprogramming with mitochondrial remodeling and p53 activation. Blood Adv 2, 2766–2779 (2018).",30348672,https://pubmed.ncbi.nlm.nih.gov/30348672/,10.1182/bloodadvances.2018024273,
495,495,826399,bone,{'pluripotent_derived_chondrocytes'},droplet,1.80935569,0.13239188,0,1.94174757,2266,2222,"Wu, C.-L. et al. Single cell transcriptomic analysis of human pluripotent stem cell chondrogenesis. Nat. Commun. 12, 362 (2021).",33441552,https://pubmed.ncbi.nlm.nih.gov/33441552/,10.1038/s41467-020-20598-y,GSE160786
496,496,203593,bone,{'pluripotent_derived_chondrocytes'},droplet,0.75994636,0.04470273,0,0.80464908,2237,2219,"Wu, C.-L. et al. Single cell transcriptomic analysis of human pluripotent stem cell chondrogenesis. Nat. Commun. 12, 362 (2021).",33441552,https://pubmed.ncbi.nlm.nih.gov/33441552/,10.1038/s41467-020-20598-y,GSE160786
497,497,125044,eye,{'retina'},droplet,2.17777778,0.04444444,0,2.22222222,2250,2200,"Sridhar, A. et al. Single-Cell Transcriptomic Comparison of Human Fetal Retina, hPSC-Derived Retinal Organoids, and Long-Term Retinal Cultures. Cell Rep. 30, 1644–1659.e4 (2020).",32023475,https://pubmed.ncbi.nlm.nih.gov/32023475/,10.1016/j.celrep.2020.01.007,GSE142526
498,498,780877,bone_marrow,{'Bone_marrow'},10x,1.21402878,0.04496403,0,1.25899281,2224,2196,"Kini Bailur, J. et al. Changes in bone marrow innate lymphoid cell subsets in monoclonal gammopathy: target for IMiD therapy. Blood Adv 1, 2343–2347 (2017).",29296884,https://pubmed.ncbi.nlm.nih.gov/29296884/,10.1182/bloodadvances.2017012732,GSE105216
499,499,767012,immune,{'peripheral_blood_mononuclear_cells'},droplet,1.24423963,0.04608295,0,1.29032258,2170,2142,"Schafflick, D. et al. Integrated single cell analysis of blood and cerebrospinal fluid leukocytes in multiple sclerosis. Nat. Commun. 11, 247 (2020).",31937773,https://pubmed.ncbi.nlm.nih.gov/31937773/,10.1038/s41467-019-14118-w,GSE138266
500,500,605574,bone,{'pluripotent_derived_chondrocytes'},droplet,1.91693291,0.4564126,0,2.3733455,2191,2139,"Wu, C.-L. et al. Single cell transcriptomic analysis of human pluripotent stem cell chondrogenesis. Nat. Commun. 12, 362 (2021).",33441552,https://pubmed.ncbi.nlm.nih.gov/33441552/,10.1038/s41467-020-20598-y,GSE160786
501,501,674611,eye,{'retina'},droplet,1.6424214,0.14077898,0,1.78320038,2131,2093,"Sridhar, A. et al. Single-Cell Transcriptomic Comparison of Human Fetal Retina, hPSC-Derived Retinal Organoids, and Long-Term Retinal Cultures. Cell Rep. 30, 1644–1659.e4 (2020).",32023475,https://pubmed.ncbi.nlm.nih.gov/32023475/,10.1016/j.celrep.2020.01.007,GSE142526
502,502,532467,eye,{'retina'},droplet,1.43198091,0.0477327,0,1.4797136,2095,2064,"Sridhar, A. et al. Single-Cell Transcriptomic Comparison of Human Fetal Retina, hPSC-Derived Retinal Organoids, and Long-Term Retinal Cultures. Cell Rep. 30, 1644–1659.e4 (2020).",32023475,https://pubmed.ncbi.nlm.nih.gov/32023475/,10.1016/j.celrep.2020.01.007,GSE142526
503,503,420807,bone,{'pluripotent_derived_chondrocytes'},droplet,1.97300104,0.15576324,0,2.12876428,1926,1885,"Wu, C.-L. et al. Single cell transcriptomic analysis of human pluripotent stem cell chondrogenesis. Nat. Commun. 12, 362 (2021).",33441552,https://pubmed.ncbi.nlm.nih.gov/33441552/,10.1038/s41467-020-20598-y,GSE160786
504,504,561527,brain,{'substantia_nigra'},10x_v2,1.57068063,0.05235602,0,1.57068063,1910,1880,"Agarwal, D. et al. A single-cell atlas of the human substantia nigra reveals cell-specific pathways associated with neurological disorders. Nat. Commun. 11, 4183 (2020).",32826893,https://pubmed.ncbi.nlm.nih.gov/32826893/,10.1038/s41467-020-17876-0,
505,505,516364,embryo,{'fibroblast_derived_trophoblasts'},droplet,3.09278351,0.15463918,0,3.19587629,1940,1878,"Liu, X. et al. Reprogramming roadmap reveals route to human induced trophoblast stem cells. Nature 586, 101–107 (2020).",,,,
506,506,942968,pancreas,{'pancreas'},inDrop,1.80691791,1.29065565,0,3.09757357,1937,1877,"Baron, M. et al. A Single-Cell Transcriptomic Map of the Human and Mouse Pancreas Reveals Inter- and Intra-cell Population Structure. Cell Syst 3, 346–360.e4 (2016).",27667365,https://pubmed.ncbi.nlm.nih.gov/27667365/,10.1016/j.cels.2016.08.011,GSE84133
507,507,751581,pancreas,{'Alpha_cells'},10x,2.66318538,0.15665796,0,2.81984334,1915,1861,"Franzén, O., Gan, L.-M. & Björkegren, J. L. M. PanglaoDB: a web server for exploration of mouse and human single-cell RNA sequencing data. Database 2019, (2019).",,,,
508,508,369283,bone,{'pluripotent_derived_chondrocytes'},droplet,1.86071239,0.15948963,0,2.02020202,1881,1843,"Wu, C.-L. et al. Single cell transcriptomic analysis of human pluripotent stem cell chondrogenesis. Nat. Commun. 12, 362 (2021).",33441552,https://pubmed.ncbi.nlm.nih.gov/33441552/,10.1038/s41467-020-20598-y,GSE160786
509,509,787337,eye,{'retina'},droplet,2.36686391,0.16137708,0,2.42065627,1859,1814,"Sridhar, A. et al. Single-Cell Transcriptomic Comparison of Human Fetal Retina, hPSC-Derived Retinal Organoids, and Long-Term Retinal Cultures. Cell Rep. 30, 1644–1659.e4 (2020).",32023475,https://pubmed.ncbi.nlm.nih.gov/32023475/,10.1016/j.celrep.2020.01.007,GSE142526
510,510,855407,airway,{'airway'},droplet,1.97778622,0,95.2354348,96.1070016,44747,1742,"Deprez, M. et al. A Single-Cell Atlas of the Human Healthy Airways. Am. J. Respir. Crit. Care Med. 202, 1636–1645 (2020).",32726565,https://pubmed.ncbi.nlm.nih.gov/32726565/,10.1164/rccm.201911-2199OC,
